TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2021,6,11,11,18,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,6,13,11,29,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,6,15,19,28,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,6,25,18,7,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,7,3,20,19,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,7,5,12,28,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,7,18,14,58,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,7,19,18,55,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,7,20,15,35,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,7,24,20,24,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,7,30,17,20,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,8,1,14,45,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,8,3,14,23,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,8,10,18,19,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,8,14,10,30,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,8,16,10,31,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,8,17,20,31,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,8,22,19,57,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,9,5,18,36,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,9,18,14,56,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,9,29,19,46,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,10,2,12,7,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,10,8,19,53,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,10,13,16,27,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,10,16,15,2,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,10,31,17,55,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,11,12,21,0,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,11,14,10,42,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,11,20,15,58,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,11,21,17,15,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,12,4,13,34,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,12,11,19,5,22XX CAMBIE ST,Mount Pleasant,491656.6827,5456919.974
Other Theft,2021,5,4,13,40,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,6,7,15,15,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,6,27,16,59,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,7,7,11,4,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,8,2,11,30,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,8,5,14,0,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,8,25,17,42,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,8,26,12,55,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,9,16,13,26,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,10,2,11,46,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,11,9,17,10,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,11,12,17,28,22XX CAMBIE ST,Mount Pleasant,491657.2038,5456952.077
Other Theft,2021,9,30,14,42,22XX CAMBIE ST,Mount Pleasant,491657.2144,5456952.732
Other Theft,2021,9,29,9,50,22XX CAMBIE ST,Mount Pleasant,491657.3527,5456961.249
Other Theft,2021,6,10,12,42,22XX COMMERCIAL DR,Grandview-Woodland,494920.5117,5456848.907
Other Theft,2021,10,9,14,34,22XX COMMERCIAL DR,Grandview-Woodland,494929.6297,5456846.924
Other Theft,2021,7,3,5,20,22XX COMMERCIAL DR,Grandview-Woodland,494930.639,5456921.265
Other Theft,2021,12,8,17,7,22XX COMMERCIAL DR,Grandview-Woodland,494930.6664,5456923.289
Other Theft,2021,12,5,17,25,22XX DUNDAS ST,Grandview-Woodland,495683.01,5459123.04
Other Theft,2021,7,18,15,30,22XX E 12TH AVE,Kensington-Cedar Cottage,495757.0852,5456306.813
Other Theft,2021,1,21,23,22,22XX E 25TH AVE,Kensington-Cedar Cottage,495755.4532,5455034.319
Other Theft,2021,3,18,1,57,22XX E 28TH AVE,Kensington-Cedar Cottage,495671.6678,5454786.689
Other Theft,2021,7,13,20,26,22XX E 28TH AVE,Kensington-Cedar Cottage,495697.1742,5454777.463
Other Theft,2021,11,19,14,0,22XX E 30TH AVE,Kensington-Cedar Cottage,495726.0674,5454240.067
Other Theft,2021,9,15,23,10,22XX E 33RD AVE,Kensington-Cedar Cottage,495699.9164,5454119.001
Other Theft,2021,8,19,5,22,22XX E 39TH AVE,Kensington-Cedar Cottage,495652.1288,5453573.497
Other Theft,2021,6,4,12,0,22XX E 40TH AVE,Kensington-Cedar Cottage,495665.405,5453462.511
Other Theft,2021,7,17,0,0,22XX E 40TH AVE,Kensington-Cedar Cottage,495665.405,5453462.511
Other Theft,2021,8,5,13,53,22XX E 40TH AVE,Kensington-Cedar Cottage,495665.405,5453462.511
Other Theft,2021,6,9,22,43,22XX E 43RD AVE,Victoria-Fraserview,495629.0509,5453160.94
Other Theft,2021,2,15,0,0,22XX E 44TH AVE,Victoria-Fraserview,495504.9872,5453065.812
Other Theft,2021,1,5,0,2,22XX E 44TH AVE,Victoria-Fraserview,495577.5239,5453064.16
Other Theft,2021,8,27,0,48,22XX E 44TH AVE,Victoria-Fraserview,495577.5239,5453064.16
Other Theft,2021,2,19,9,20,22XX E 48TH AVE,Victoria-Fraserview,495678.5949,5452603.491
Other Theft,2021,5,5,12,55,22XX E 54TH AVE,Victoria-Fraserview,495551.2703,5451933.57
Other Theft,2021,5,10,12,2,22XX E 54TH AVE,Victoria-Fraserview,495569.1545,5451933.427
Other Theft,2021,10,14,0,0,22XX E 8TH AVE,Grandview-Woodland,495752.8976,5456709.45
Other Theft,2021,1,11,1,20,22XX E BROADWAY AVE,Kensington-Cedar Cottage,495649.4597,5456606.724
Other Theft,2021,9,3,9,47,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.534
Other Theft,2021,9,8,17,32,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.534
Other Theft,2021,11,16,19,58,22XX E HASTINGS ST,Grandview-Woodland,495665.5285,5458719.534
Other Theft,2021,4,17,12,47,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.924
Other Theft,2021,5,9,13,0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.924
Other Theft,2021,7,11,9,11,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.924
Other Theft,2021,12,16,17,1,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495513.3705,5454530.924
Other Theft,2021,5,26,18,17,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495546.9076,5454496.356
Other Theft,2021,7,7,10,55,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495557.5641,5454488.916
Other Theft,2021,9,15,3,52,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495559.1513,5454487.808
Other Theft,2021,1,29,23,39,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495605.0651,5454455.751
Other Theft,2021,7,7,11,48,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495615.2682,5454448.628
Other Theft,2021,4,15,9,4,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495714.8276,5454390.008
Other Theft,2021,1,18,9,0,22XX MAPLE ST,Kitsilano,489049.8167,5457050.325
Other Theft,2021,11,12,12,0,22XX MAPLE ST,Kitsilano,489049.8167,5457050.325
Other Theft,2021,4,9,17,30,22XX MCGILL ST,Grandview-Woodland,495660.5355,5459526.735
Other Theft,2021,1,24,0,0,22XX PINE ST,Fairview,489569.3773,5457060.95
Other Theft,2021,7,20,3,7,22XX PINE ST,Fairview,489577.571,5456984.803
Other Theft,2021,11,15,14,0,22XX PRINCE EDWARD ST,Mount Pleasant,493027.7897,5456931.594
Other Theft,2021,7,13,16,0,22XX QUALICUM DR,Victoria-Fraserview,495528.6454,5451072.635
Other Theft,2021,10,3,10,0,22XX QUALICUM DR,Victoria-Fraserview,495630.5374,5451071.33
Other Theft,2021,8,6,7,30,22XX REDBUD LANE,Kitsilano,488577.5876,5456528.674
Other Theft,2021,4,2,23,35,22XX REDBUD LANE,Kitsilano,488588.2675,5456537.306
Other Theft,2021,8,27,2,0,22XX RUPERT ST,Hastings-Sunrise,497554.4261,5456807.701
Other Theft,2021,7,31,0,30,22XX TRIMBLE ST,West Point Grey,485022.992,5457200.45
Other Theft,2021,9,6,1,0,22XX VINE ST,Kitsilano,488540.8714,5457090.028
Other Theft,2021,10,13,11,17,22XX W 10TH AVE,Kitsilano,488543.0408,5456692.364
Other Theft,2021,1,25,22,0,22XX W 10TH AVE,Kitsilano,488592.084,5456691.182
Other Theft,2021,5,20,9,0,22XX W 13TH AVE,Kitsilano,488624.7118,5456389.085
Other Theft,2021,6,27,23,58,22XX W 18TH AVE,Arbutus Ridge,488567.7549,5455960.79
Other Theft,2021,11,14,20,0,22XX W 2ND AVE,Kitsilano,488659.7035,5457481.918
Other Theft,2021,10,29,12,0,22XX W 40TH AVE,Arbutus Ridge,488496.3969,5453653.013
Other Theft,2021,4,23,17,50,22XX W 41ST AVE,Kerrisdale,488391.9211,5453548.369
Other Theft,2021,4,16,10,52,22XX W 41ST AVE,Arbutus Ridge,488439.4534,5453556.182
Other Theft,2021,1,14,18,50,22XX W 41ST AVE,Arbutus Ridge,488489.2181,5453554.946
Other Theft,2021,4,3,15,0,22XX W 41ST AVE,Arbutus Ridge,488500.0909,5453554.703
Other Theft,2021,7,16,15,26,22XX W 4TH AVE,Kitsilano,488553.4889,5457276.587
Other Theft,2021,3,2,12,19,22XX W 4TH AVE,Kitsilano,488572.6386,5457285.269
Other Theft,2021,11,20,20,0,22XX W 4TH AVE,Kitsilano,488579.8478,5457275.948
Other Theft,2021,7,16,13,55,22XX W 4TH AVE,Kitsilano,488695.6694,5457282.283
Other Theft,2021,3,23,11,30,22XX W 4TH AVE,Kitsilano,488698.8241,5457282.207
Other Theft,2021,3,26,10,29,22XX W 4TH AVE,Kitsilano,488698.8241,5457282.207
Other Theft,2021,7,3,12,20,22XX W 4TH AVE,Kitsilano,488701.9786,5457282.13
Other Theft,2021,4,18,10,36,22XX W 4TH AVE,Kitsilano,488704.9115,5457272.912
Other Theft,2021,8,1,9,0,22XX W 5TH AVE,Kitsilano,488686.0335,5457186.759
Other Theft,2021,12,10,13,27,22XX W 6TH AVE,Kitsilano,488571.1916,5457087.285
Other Theft,2021,1,29,17,0,22XX W 6TH AVE,Kitsilano,488630.3638,5457085.331
Other Theft,2021,2,1,11,6,22XX W BROADWAY AVE,Kitsilano,488542.5299,5456809.192
Other Theft,2021,10,6,19,8,22XX W BROADWAY AVE,Kitsilano,488542.5299,5456809.192
Other Theft,2021,5,3,10,0,22XX W BROADWAY AVE,Kitsilano,488557.9288,5456799.619
Other Theft,2021,1,11,21,55,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,3,9,13,34,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,3,19,20,38,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,4,5,18,36,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,5,5,20,31,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,5,6,19,12,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,5,26,20,5,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,6,1,15,45,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,6,14,15,42,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,6,21,8,33,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,6,21,12,11,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,6,21,16,41,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,6,22,20,32,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,6,30,17,30,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,12,5,20,24,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,12,8,12,0,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.196
Other Theft,2021,4,8,20,44,22XX W BROADWAY AVE,Kitsilano,488646.899,5456797.16
Other Theft,2021,7,15,15,0,22XX W BROADWAY AVE,Kitsilano,488650.4211,5456806.21
Other Theft,2021,5,14,13,51,22XX W KING EDWARD AVE,Arbutus Ridge,488552.4333,5455337.753
Other Theft,2021,3,29,12,12,22XX YORK AVE,Kitsilano,488705.3199,5457666.299
Other Theft,2021,9,17,3,33,23XX ASH ST,Fairview,491450.3191,5456890.561
Other Theft,2021,6,9,17,15,23XX BOUNDARY RD,Renfrew-Collingwood,498269.4715,5456829.207
Other Theft,2021,2,21,2,28,23XX BRUNSWICK ST,Mount Pleasant,492948.0462,5456779.603
Other Theft,2021,4,1,7,14,23XX BRUNSWICK ST,Mount Pleasant,492948.0462,5456779.603
Other Theft,2021,8,5,15,59,23XX BRUNSWICK ST,Mount Pleasant,492948.1065,5456782.937
Other Theft,2021,6,14,16,46,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,9,5,18,39,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,9,15,9,20,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,10,13,15,49,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,11,1,14,35,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,11,1,15,0,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,11,17,19,55,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,11,27,13,31,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,12,4,12,30,23XX CAMBIE ST,Fairview,491637.1823,5456824.725
Other Theft,2021,2,8,17,6,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,2,9,18,42,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,2,13,14,17,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,3,23,22,42,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,4,8,10,51,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,4,20,10,55,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,5,12,20,12,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,5,17,11,32,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,6,1,23,21,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,7,19,15,51,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,7,19,22,45,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,7,31,19,45,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,8,13,17,37,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,9,14,14,15,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,9,28,20,14,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,10,2,8,30,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,10,8,13,11,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,10,12,18,37,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,10,26,15,54,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,10,29,20,5,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,11,1,18,17,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,11,12,12,55,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,11,12,15,27,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,11,18,21,24,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,12,6,19,56,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,12,8,13,30,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,12,8,16,57,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,12,8,20,39,23XX CAMBIE ST,Fairview,491637.2119,5456826.571
Other Theft,2021,6,1,21,21,23XX CAMBIE ST,Fairview,491637.6824,5456859.456
Other Theft,2021,7,21,8,45,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.949
Other Theft,2021,8,15,19,52,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.949
Other Theft,2021,9,1,18,30,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.949
Other Theft,2021,11,1,13,11,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.949
Other Theft,2021,11,1,14,30,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.949
Other Theft,2021,11,23,10,58,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.949
Other Theft,2021,12,2,15,54,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.949
Other Theft,2021,12,4,18,44,23XX CAMBIE ST,Mount Pleasant,491655.4471,5456826.949
Other Theft,2021,1,4,8,5,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,1,14,13,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,1,15,8,43,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,1,21,21,27,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,1,28,15,1,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,1,31,9,27,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,2,4,13,56,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,2,6,14,30,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,2,11,8,34,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,2,22,19,42,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,2,26,8,17,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,4,16,13,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,6,17,35,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,6,19,35,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,7,8,34,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,16,14,37,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,16,21,5,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,19,20,51,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,21,15,3,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,21,18,23,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,23,20,35,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,25,20,41,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,28,9,28,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,3,29,10,49,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,4,4,19,56,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,4,5,10,7,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,4,5,11,53,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,4,19,7,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,4,19,18,2,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,4,21,7,44,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,4,25,10,14,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,4,25,14,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,5,30,8,6,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,5,30,14,5,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,5,30,17,1,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,5,31,18,1,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,5,31,18,5,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,5,31,20,40,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,1,7,10,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,2,12,32,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,3,8,23,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,12,17,12,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,13,10,41,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,17,20,8,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,19,7,18,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,25,18,15,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,25,18,16,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,25,21,10,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,26,18,13,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,6,27,18,40,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,3,7,2,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,4,18,58,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,11,19,1,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,14,18,28,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,14,20,57,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,18,9,15,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,23,17,28,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,31,11,18,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,7,31,11,55,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,8,1,11,12,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,8,2,12,18,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,8,2,12,58,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,8,13,7,57,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,8,26,11,3,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,8,29,9,15,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,8,29,9,41,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,8,30,15,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,1,13,21,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,4,10,27,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,5,19,13,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,7,9,48,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,13,8,6,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,13,8,19,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,19,10,8,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,28,15,23,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,28,20,0,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,9,30,8,15,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,2,14,13,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,3,8,47,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,3,18,30,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,4,10,51,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,5,14,22,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,11,13,21,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,17,8,18,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,26,7,9,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,10,27,19,15,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,1,18,42,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Other Theft,2021,11,2,19,11,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
